addressid,addressline1,addressline2,city,stateprovinceid,postalcode,spatiallocation,rowguid,modifieddate
15246,6843 Mountain View Blvd,,Burbank,9,91502,<memory at 0x000001A69A9AF1C0>,d7d2f0ee-d5f0-4572-a495-c145d5016ab3,2012-10-29 00:00:00
15247,6375 St. Germain Lane,,Oakland,9,94611,<memory at 0x000001A69A9AF280>,94721be7-f004-43ce-b50b-86c46967e098,2013-09-03 00:00:00
15248,4199 Del Rey St,,Bremerton,79,98312,<memory at 0x000001A69A9AF340>,5a042c1e-58de-43f3-849e-023ba0f88104,2014-05-26 00:00:00
15249,Helsenbergbogen 6,,MÃ¼nchen,53,80074,<memory at 0x000001A69A9AF400>,d87f149b-2a06-428c-8940-96b0e5bfc8a1,2013-05-22 00:00:00
15250,9030 Louisiana Dr.,,Melton,77,3337,<memory at 0x000001A69A9AF4C0>,c6a1e73d-e2f1-4385-be30-2c758e702d84,2013-01-08 00:00:00
15251,3985 Jacqueline Drive,,Salem,58,97301,<memory at 0x000001A69A9AF580>,b557d4ae-1e35-4aff-959e-b29921c019c5,2013-08-16 00:00:00
15252,9406 Lincoln Dr,,Gateshead,14,GA10,<memory at 0x000001A69A9AF640>,676cbe04-eaf2-4150-984f-ceca05bf7bd2,2013-08-15 00:00:00
15253,2103 Baldwin Dr,,Puyallup,79,98371,<memory at 0x000001A69A9AF700>,0b3e97e6-46f3-4e6c-ad40-49ecf91f4538,2014-01-16 00:00:00
15254,6501 West Way,,Bellflower,9,90706,<memory at 0x000001A69A9AF7C0>,0767452f-9ba9-45ff-9951-8290bfd103c9,2012-04-09 00:00:00
15255,4631 Candlestick Drive,,Brisbane,64,4000,<memory at 0x000001A69A9AF880>,ff526ce5-fd25-4325-a3bf-e65cce9c0a32,2013-11-11 00:00:00
15256,5203 Virginia Lane,,Bury,14,PE17,<memory at 0x000001A69A9AF940>,34c1d61c-2cad-4e07-9b08-6e453309e9a8,2013-11-09 00:00:00
15257,Unter Linden 942,,Leipzig,53,04139,<memory at 0x000001A69A9AFA00>,edf34a45-176d-478d-82fd-827e0257b86b,2011-09-10 00:00:00
15258,5872 Matterhorn Court,,Santa Cruz,9,95062,<memory at 0x000001A69A9AFAC0>,cc0047f5-6605-4bf0-8c2c-a97bc94eed34,2014-03-25 00:00:00
15259,447 Power Ave,,Oxon,14,OX16 8RS,<memory at 0x000001A69A9AFB80>,08a70c97-1f2c-4b4e-80c8-f27813c9ce7d,2013-07-01 00:00:00
15260,149 Valley Blvd.,,Gateshead,14,GA10,<memory at 0x000001A69A9AFC40>,7f1de716-db7a-46ee-97a6-ee6dbe22b85c,2013-07-10 00:00:00
15261,9076 Inverness Drive,,Lake Oswego,58,97034,<memory at 0x000001A69A9AFD00>,2cf95ec0-82a9-4cea-a3a5-8e989f71c93c,2013-03-07 00:00:00
15262,572 Coldwater Drive,,Kirkland,79,98033,<memory at 0x000001A69A9AFDC0>,4dd90844-01e5-4f29-8567-316be34b745c,2013-10-27 00:00:00
15263,8435 Kenmore,,Chula Vista,9,91910,<memory at 0x000001A69A9AFE80>,688d8c90-31d7-4631-888e-c706d52c73b7,2013-11-06 00:00:00
15264,2612 Berry Dr,,Matraville,50,2036,<memory at 0x000001A69A9AFF40>,7f4f3abf-7baf-453d-b723-7c2b5b0343e4,2011-06-26 00:00:00
15265,8459 Live Oak Avenue,,Gateshead,14,GA10,<memory at 0x000001A69A9BC040>,b2d3fab1-e59f-4188-801c-a2b108429d8e,2013-12-18 00:00:00
15266,4804 Haynes Court,,Corvallis,58,97330,<memory at 0x000001A69A9BC100>,d15e418e-7ed0-40e6-9137-1d8b79c17c9a,2014-01-03 00:00:00
15267,6807 Rambling Rose Drive,,Lynnwood,79,98036,<memory at 0x000001A69A9BC1C0>,a01ebc1d-91e1-4155-9aa0-6b3e3919e242,2013-12-21 00:00:00
15268,6086 Glen Wood Drive,,Port Macquarie,50,2444,<memory at 0x000001A69A9BC280>,d6d8922e-193e-41b7-bfa8-306a68329a06,2013-07-25 00:00:00
15269,8781 Valley Crest Drive,,London,14,SW8 1XD,<memory at 0x000001A69A9BC340>,2b00f2b9-647a-41b7-934c-1a3f2dbba485,2012-11-06 00:00:00
15270,4845 Lighthouse Way,,Goulburn,50,2580,<memory at 0x000001A69A9BC400>,ec8ff47c-5a70-4d66-9fb8-9f47026b9691,2011-11-07 00:00:00
15271,3870 Grand Ct.,,Matraville,50,2036,<memory at 0x000001A69A9BC4C0>,215eb1c6-57b1-4fda-916f-661d8c12886f,2013-07-05 00:00:00
15272,1000 Bidweld Street,,Haney,7,V2W 1W2,<memory at 0x000001A69A9BC580>,2bf2b26f-d847-4ad2-8bee-98748bed53a9,2013-11-19 00:00:00
15273,"61, rue Pierre-Demoulin",,Paris La Defense,178,92081,<memory at 0x000001A69A9BC640>,ad159d96-9a5d-408c-856f-8b3dabfb60ad,2013-12-21 10:09:29.423000
15274,"610, boulevard Tremblay",,Orleans,131,45000,<memory at 0x000001A69A9BC700>,ef30f340-0528-4535-8cc7-941330258b94,2013-12-21 10:09:29.423000
15275,5485 Wee Donegal,,Shawnee,7,V9B 2C3,<memory at 0x000001A69A9BC7C0>,84538818-bf3f-4426-bc88-92f3c1afcd18,2014-03-14 00:00:00
15276,8015 Climbing Vine Court,,Berkeley,9,94704,<memory at 0x000001A69A9BC880>,117a0a27-01a5-4b17-9b96-a9c40e6bbb25,2014-03-22 00:00:00
15277,3563 Mulberry,,Stoke-on-Trent,14,AS23,<memory at 0x000001A69A9BC940>,92b90876-09a3-466b-bd81-9524af3402e7,2013-08-26 00:00:00
15278,3603 Stinson,,N. Vancouver,7,V7L 4J4,<memory at 0x000001A69A9BCA00>,f95e1d15-5994-43de-8aa5-c579b532fe80,2013-10-29 00:00:00
15279,6227 Oak Creek Ct.,,North Sydney,50,2055,<memory at 0x000001A69A9BCAC0>,99c1a2f1-f630-4fad-9a1f-20d2645aa91b,2013-11-13 00:00:00
15280,4590 Mori Court,,Woodland Hills,9,91364,<memory at 0x000001A69A9BCB80>,b0fdadfe-390a-406f-aefb-99b5bab7da88,2013-10-30 00:00:00
15281,4885 Strawberry Court,,Burlingame,9,94010,<memory at 0x000001A69A9BCC40>,569deb25-f81d-433b-8158-e1ae3c65825f,2014-03-15 00:00:00
15282,6126 Virgil Street,,Sedro Woolley,79,98284,<memory at 0x000001A69A9BCD00>,9c43fafa-cef0-4d43-a565-bcb70c1d866e,2013-07-20 00:00:00
15283,8932 Westwood Way,,Berkeley,9,94704,<memory at 0x000001A69A9BCDC0>,3c87c4d2-d1fc-48bb-a436-0f552bd79d3e,2014-04-29 00:00:00
15284,9330 Sinclair Ave,,Cliffside,7,V8Y 1L1,<memory at 0x000001A69A9BCE80>,94b62a72-5447-4248-8a1a-9d916cfbd6bc,2014-05-15 00:00:00
15285,826 Sycamore Drive,,Cliffside,7,V8Y 1L1,<memory at 0x000001A69A9BCF40>,70b21a45-c3c5-477e-837d-4bc9831cd8fb,2014-05-21 00:00:00
15286,6940 Hilltop Dr,,Yakima,79,98901,<memory at 0x000001A69A9BD000>,a6721e53-e880-47c8-9c22-04fd09ab192a,2013-09-11 00:00:00
15287,8689 St. George Court,,Salem,58,97301,<memory at 0x000001A69A9BD0C0>,18fd3512-5e75-4dd0-b666-72f9676f3c02,2014-04-15 00:00:00
15288,467 Moccasin Ct.,,Kirkby,14,KB9,<memory at 0x000001A69A9BD180>,662cde1b-5546-4f96-9ef4-5c9cbf439946,2014-01-26 00:00:00
15289,5058 Anchor Ave,,Rockhampton,64,4700,<memory at 0x000001A69A9BD240>,4d66e232-fe66-48f9-ada1-6f958126916d,2013-06-30 00:00:00
15290,9717 Hiliday Hills Drive,,Santa Monica,9,90401,<memory at 0x000001A69A9BD300>,4e3b3e2d-173b-4842-ba5b-6a7578ee521c,2013-09-09 00:00:00
15291,8914 Jam Way,,Chula Vista,9,91910,<memory at 0x000001A69A9BD3C0>,9e8e6dcf-365c-4f00-9377-73809f52a25f,2012-03-14 00:00:00
15292,91 Kalima Place,,Burien,79,98168,<memory at 0x000001A69A9BD480>,7c71267e-e0ef-4b0a-bc33-2e493262b3de,2013-10-12 00:00:00
15293,6340 Olivera Rd,,Corvallis,58,97330,<memory at 0x000001A69A9BD540>,dca858c3-b148-4730-a6cf-1db21d5e7b2b,2012-03-02 00:00:00
15294,3312 Clear View Circle,,Cloverdale,66,6105,<memory at 0x000001A69A9BD600>,75dd724a-6d6b-4861-aebb-7499da58bbbc,2014-04-28 00:00:00
15295,1254 Roux Court,,Mill Valley,9,94941,<memory at 0x000001A69A9BD6C0>,d5fceb55-ebf9-47ae-85a0-d7ef00cf71b6,2013-10-20 00:00:00
15296,786 Eastgate Ave,,Portland,58,97205,<memory at 0x000001A69A9BD780>,caef38fd-4ff3-46eb-9a73-e0d6578f8c80,2012-02-24 00:00:00
15297,"44, quai de Grenelle",,Suresnes,178,92150,<memory at 0x000001A69A9BD840>,5290ef92-7669-4942-99a9-6b017c51aced,2013-12-21 10:09:29.423000
15298,209 Richland Dr.,,Melton,77,3337,<memory at 0x000001A69A9BD900>,2b558820-c486-40cc-97d4-a1b890deb202,2012-03-21 00:00:00
15299,6788 Edward Ave,,Paris,161,75005,<memory at 0x000001A69A9BD9C0>,709275a5-d198-4927-8f49-22a7e90be809,2013-12-21 10:09:29.423000
15300,2815 Poor Ridge Court,,Reading,14,RG7 5H7,<memory at 0x000001A69A9BDA80>,a1a16a6e-e7dd-4afe-80cf-8b5235cd7574,2013-08-29 00:00:00
15301,5953 Pinewood Court,,Warrnambool,77,3280,<memory at 0x000001A69A9BDB40>,9d241197-3134-40df-a105-0966415f032b,2013-01-17 00:00:00
15302,9641 M St.,,Coronado,9,92118,<memory at 0x000001A69A9BDC00>,6d429810-bec9-44aa-bf8b-192916ac4e03,2014-02-10 00:00:00
15303,"6963, rue Lauriston",,Paris,161,75016,<memory at 0x000001A69A9BDCC0>,bb37025a-57a9-49eb-a1e7-c528d5924586,2013-12-21 10:09:29.423000
15304,7719 Athene Dr,,Lincoln Acres,9,91950,<memory at 0x000001A69A9BDD80>,cb016872-3d6b-489f-807b-dd518759ab7a,2013-10-02 00:00:00
15305,416 Tupelo Drive,,Oxford,14,OX1,<memory at 0x000001A69A9BDE40>,5cb0e401-8d05-407b-971e-78c64c6b6c89,2013-11-13 00:00:00
15306,8746 Gonzalez Ct,,Langford,7,V9,<memory at 0x000001A69A9BDF00>,4c6545d0-2fbd-4a2b-8aa9-5b4a7a1aebb1,2012-06-01 00:00:00
15307,"112, avenue du QuÃ©bec",,SÃ¨vres,178,92310,<memory at 0x000001A69A9BDFC0>,8fc2d63c-53e1-4840-aa33-7bd6c4af88a2,2013-12-21 10:09:29.423000
15308,Westheimer StraÃe 5601,,Darmstadt,19,64283,<memory at 0x000001A69A9BE080>,1ac5ff5c-6d84-440b-b2f7-20f4eb49cf74,2013-04-24 00:00:00
15309,1697 Sunny Ave,,Glendale,9,91203,<memory at 0x000001A69A9BE140>,5ac48703-0043-4843-aeae-a1bed87148ce,2013-07-27 00:00:00
15310,283 Winterberry Ct,,Westminster,7,V3L 1E7,<memory at 0x000001A69A9BE200>,1a558d38-9ae5-47a0-8c57-9d235e837f81,2013-08-01 00:00:00
15311,4921 Oakwood Circle,,Malabar,50,2036,<memory at 0x000001A69A9BE2C0>,c4727824-1e30-4a1b-8a1c-7028f98edefa,2011-12-16 00:00:00
15312,"71, avenue Reille",,Bobigny,179,93000,<memory at 0x000001A69A9BE380>,5b6e282b-44c9-4a97-8065-aa1eb4a85b13,2013-12-21 10:09:29.423000
15313,Buergermeister-ulrich-str 7500,,MÃ¼nchen,19,80074,<memory at 0x000001A69A9BE440>,ecbe8214-91b3-4fc8-804e-bcca3d61438e,2014-02-11 00:00:00
15314,4982 Ultra Way,,Long Beach,9,90802,<memory at 0x000001A69A9BE500>,c02bd6be-cf7a-4d24-ab79-793433c5624b,2013-07-06 00:00:00
15315,1097 Kulani Lane,,Kirkland,79,98033,<memory at 0x000001A69A9BE5C0>,f603de1b-9644-43ef-a5ee-06d4cbc688ca,2013-10-14 00:00:00
15316,3754 Olive Ave.,,London,14,E17 6JF,<memory at 0x000001A69A9BE680>,c43b1079-fec4-4d12-a58b-5082798c47c1,2013-04-28 00:00:00
15317,2846 Thomas Ave,,Shawnee,7,V9B 2C3,<memory at 0x000001A69A9BE740>,a27eefdc-f9f0-4a01-b12a-53cd28371909,2012-10-07 00:00:00
15318,9214 Birch Park Rd,,Bellflower,9,90706,<memory at 0x000001A69A9BE800>,a303104d-3755-406e-b7a7-8a1a8150feb1,2013-10-03 00:00:00
15319,9021 Terrace Drive,,Perth,66,6006,<memory at 0x000001A69A9BE8C0>,5f55372d-8be8-4969-a6b5-7e4c31bdc19a,2014-03-08 00:00:00
15320,3169 Estela,,Rockhampton,64,4700,<memory at 0x000001A69A9BE980>,f37dac46-65b3-4a89-861e-bf67e0a599f9,2014-02-05 00:00:00
15321,3874 Claudia Court,,Walla Walla,79,99362,<memory at 0x000001A69A9BEA40>,36f2fab3-b718-43cd-8f69-9c5e7380f1d8,2011-12-08 00:00:00
15322,496 Ashwood Dr,,San Francisco,9,94109,<memory at 0x000001A69A9BEB00>,f2e911fc-0a3b-410a-a29e-851555c4b562,2013-06-12 00:00:00
15323,Westheimer StraÃe 9601,,Berlin,19,14129,<memory at 0x000001A69A9BEBC0>,5cde788b-85e7-44bb-b1ab-4c6bcd6b2ba5,2013-07-16 00:00:00
15324,8065 Shakespeare Drive,,Port Orchard,79,98366,<memory at 0x000001A69A9BEC80>,8ba3ed74-e4e0-48f1-9481-442c59e7f5de,2013-07-29 00:00:00
15325,6785 Union St.,,Newcastle,50,2300,<memory at 0x000001A69A9BED40>,0a13ebd6-5176-4076-9757-01b2df20931b,2013-02-26 00:00:00
15326,2765 Robbins Place,,Royal Oak,7,V8X,<memory at 0x000001A69A9BEE00>,6beede20-99b7-4c9b-8320-4a9695dfaa1e,2012-01-22 00:00:00
15327,Am Gallberg 2345,,Hamburg,20,20354,<memory at 0x000001A69A9BEEC0>,9a726653-4e3f-4ae1-8e82-a4582e12eb6e,2013-08-18 00:00:00
15328,2552 Palm Ave,,Beverly Hills,9,90210,<memory at 0x000001A69A9BEF80>,cd0d805b-2654-4ae0-9c1a-25687601d232,2013-09-02 00:00:00
15329,670 Echo Canyon Lane,,Oregon City,58,97045,<memory at 0x000001A69A9BF040>,e5fed862-e6b8-4add-a8cf-cb5c49995e6e,2013-11-27 00:00:00
15330,9000 Adobe St,,Grossmont,9,91941,<memory at 0x000001A69A9BF100>,912e91cf-50c4-46d3-bace-8f4204092f63,2013-11-17 00:00:00
15331,"77, avenue du PrÃ©sident-Kennedy",,Drancy,179,93700,<memory at 0x000001A69A9BF1C0>,d3167c1f-ba6e-455e-9b01-59c706fa9ad6,2013-12-21 10:09:29.423000
15332,"3716, avenue Reille",,Metz,143,57000,<memory at 0x000001A69A9BF280>,64daf7c1-1460-428a-9041-fa728cec5bf5,2013-12-21 10:09:29.423000
15333,6396 Market Place,,Newport Beach,9,92625,<memory at 0x000001A69A9BF340>,d02235fd-aa25-48c7-80be-8c578e860850,2013-08-12 00:00:00
15334,3451 Meier Road,,Springwood,50,2777,<memory at 0x000001A69A9BF400>,673bca3e-da91-4605-a896-04365fdc74de,2013-10-20 00:00:00
15335,3970 Falcon Dr,,Reading,14,RG7 5H7,<memory at 0x000001A69A9BF4C0>,775464bc-4fcd-4df2-b31d-665518b1094c,2012-08-09 00:00:00
15336,7892 M Ln.,,Downey,9,90241,<memory at 0x000001A69A9BF580>,f6c97310-6f6d-48c1-9477-a9fb744c7c83,2014-05-22 00:00:00
15337,290 Reed Way,,Malabar,50,2036,<memory at 0x000001A69A9BF640>,f41884bc-573b-4cab-8993-7c7af1829b9e,2011-07-05 00:00:00
15338,1351 Boxer Blvd.,,Redwood City,9,94063,<memory at 0x000001A69A9BF700>,cda7de51-f80c-4037-97ff-f3e68a135d8a,2013-08-13 00:00:00
15339,5756 Mehaffey Way,,San Diego,9,92102,<memory at 0x000001A69A9BF7C0>,5bef7850-6948-46a2-8b65-5e313b64c179,2014-03-04 00:00:00
15340,2124 Royal Arch Court,,Milwaukie,58,97222,<memory at 0x000001A69A9BF880>,61782f2f-a904-4c0c-9222-1ff2c19190fb,2013-07-27 00:00:00
15341,9779 Shuey Ave.,,W. York,14,BD1 4SJ,<memory at 0x000001A69A9BF940>,2751773d-da02-426b-aa93-389a55afebf6,2013-08-29 00:00:00
15342,8903 Summertime Dr.,,Milsons Point,50,2061,<memory at 0x000001A69A9BFA00>,b916d16f-1c24-4b26-aa6f-9fc97c044ab8,2011-10-17 00:00:00
15343,4128 Stanford Way,,Corvallis,58,97330,<memory at 0x000001A69A9BFAC0>,35ad91f6-e6fc-41d7-80c8-c3d3ed1eeaf7,2014-01-01 00:00:00
15344,3406 Raven Court,,Westminster,7,V3L 1E7,<memory at 0x000001A69A9BFB80>,bb601c8c-af0d-482c-893c-864cf0f3b309,2013-08-05 00:00:00
15345,5065 Cloverleaf Circle,,Berkeley,9,94704,<memory at 0x000001A69A9BFC40>,6b4f0605-145e-413d-b6ff-46ce717ddc19,2014-02-28 00:00:00
15346,7399 Pacific,,North Ryde,50,2113,<memory at 0x000001A69A9BFD00>,2bc90768-fc3d-4557-9086-923e0359df64,2013-04-08 00:00:00
15347,2845 La Vista Avenue,,Walla Walla,79,99362,<memory at 0x000001A69A9BFDC0>,3524a44c-90a2-40a3-8785-61331d839b4d,2012-10-16 00:00:00
15348,8761 Dancing Court,,South Melbourne,77,3205,<memory at 0x000001A69A9BFE80>,aee22b66-4cd3-460f-a16f-5348cd7c5529,2013-01-27 00:00:00
15349,1833 Worth Ct,,Findon,66,5023,<memory at 0x000001A69A9BFF40>,b20391a2-3b3a-4e04-8eba-4fa431638743,2012-03-25 00:00:00
15350,2377 Joyce Dr,,Lebanon,58,97355,<memory at 0x000001A69A9CC040>,f5823961-010b-4237-8ef0-24569269ba1e,2014-03-07 00:00:00
15351,7544 Stanford Street,,Burien,79,98168,<memory at 0x000001A69A9CC100>,fe1860d2-d176-4cc0-890b-eb1694739cb4,2014-05-03 00:00:00
15352,8398 Mt. Hood Circle,,Melton,77,3337,<memory at 0x000001A69A9CC1C0>,97aeae18-3d18-422b-b588-ad1ed8208a9f,2011-09-09 00:00:00
15353,7330 Saddlehill Lane,,Issaquah,79,98027,<memory at 0x000001A69A9CC280>,96f0dfa5-815b-4a19-a761-3cd418d4c1ef,2012-04-23 00:00:00
15354,"1722, rue de Cambrai",,Metz,143,57000,<memory at 0x000001A69A9CC340>,8bc8e324-64f8-4489-beb7-bdcf00ec1d4b,2013-12-21 10:09:29.423000
15355,5408 South St,,Salem,58,97301,<memory at 0x000001A69A9CC400>,4a763b0c-d58b-4b11-831b-58071c633e83,2013-05-03 00:00:00
15356,5448 Hill Drive,Unit 3b,Lemon Grove,9,91945,<memory at 0x000001A69A9CC4C0>,5b201965-c783-451a-9f5b-d8a90be95a86,2014-03-22 00:00:00
15357,3365 Atherton Circle,# 13,Bendigo,77,3550,<memory at 0x000001A69A9CC580>,245c5ac2-e106-4d4a-9b76-66677f352d93,2013-08-25 00:00:00
15358,3399 Climbing Dr,,Darlinghurst,50,2010,<memory at 0x000001A69A9CC640>,1d40dd6c-5ff0-46c4-9cef-c561f230beea,2013-10-01 00:00:00
15359,6436 Brookview Dr,,Puyallup,79,98371,<memory at 0x000001A69A9CC700>,a3effdef-4eb3-4696-9fa9-4d779e522783,2013-08-23 00:00:00
15360,6730 Green Leaf Drive,,Beaverton,58,97005,<memory at 0x000001A69A9CC7C0>,fdca940a-0b9f-4c58-955c-e6eb441a300d,2014-06-15 00:00:00
15361,8278 Sequoia Court,,West Sussex,14,RH15 9UD,<memory at 0x000001A69A9CC880>,f9971ae1-d858-4bc2-806c-b7807947b583,2013-07-29 00:00:00
15362,9875 Pheasant Drive,,London,14,W1N 9FA,<memory at 0x000001A69A9CC940>,352c7f8f-712b-4402-8deb-479c61d6b499,2013-10-13 00:00:00
15363,7971 Rolling Green Circle,,Burien,79,98168,<memory at 0x000001A69A9CCA00>,91ed665c-ead3-4756-8da4-634ae5ab7bde,2013-09-13 00:00:00
15364,9768 Brandywine Way,,Perth,66,6006,<memory at 0x000001A69A9CCAC0>,31facc92-0522-4e47-b2ae-5fe7354189da,2013-01-07 00:00:00
15365,6141 Race Road,,Wollongong,50,2500,<memory at 0x000001A69A9CCB80>,8add3808-74d7-4755-abb6-c709c03a50b4,2012-05-17 00:00:00
15366,1176 Oil Road,,Redmond,79,98052,<memory at 0x000001A69A9CCC40>,2effa672-7165-4ad5-8baa-4a6979f7b5ab,2013-07-25 00:00:00
15367,2672 Pansy Dr.,,Seattle,79,98104,<memory at 0x000001A69A9CCD00>,58a7b296-8b94-40da-9004-14193248bd1a,2014-01-03 00:00:00
15368,8785 Whitehall Drive,,Vancouver,7,V7L 4J4,<memory at 0x000001A69A9CCDC0>,6df4309d-6692-44c3-b659-50719df1be07,2013-08-19 00:00:00
15369,536 Panoramic Avenue,,Beverly Hills,9,90210,<memory at 0x000001A69A9CCE80>,bd41efd3-e6c6-4252-a837-adfc23ee4e11,2012-11-20 00:00:00
15370,7581 Alaska Dr.,,Bellflower,9,90706,<memory at 0x000001A69A9CCF40>,0224a92e-7bb0-4bf9-950f-1e002b2e1c95,2014-04-19 00:00:00
15371,Unter Linden 54,,Neunkirchen,70,66578,<memory at 0x000001A69A9CD000>,86676dc2-da77-410a-8e1a-cb99b679f722,2014-01-13 00:00:00
15372,"739, route de Marseille",,Tremblay-en-France,179,93290,<memory at 0x000001A69A9CD0C0>,cbe02047-c117-4a85-a195-2724e1504da3,2013-12-21 10:09:29.423000
15373,4689 Deerwood Court,#512,Reading,14,RG7 5H7,<memory at 0x000001A69A9CD180>,d71feb1e-0de2-482c-ab0b-67c0e2764116,2013-10-15 00:00:00
15374,8185 Sol Street,,Lake Oswego,58,97034,<memory at 0x000001A69A9CD240>,8bd3e5a7-163f-4b9a-adb4-b45d8514b914,2012-07-27 00:00:00
15375,3099 Morello Court,,La Jolla,9,92806,<memory at 0x000001A69A9CD300>,7967bbd7-d143-41b5-9d02-934b5fbc7fe6,2012-11-21 00:00:00
15376,"39, route de Marseille",,Saint Germain en Laye,164,78100,<memory at 0x000001A69A9CD3C0>,dac938ba-c8c7-406e-800f-df43fff282f4,2013-12-21 10:09:29.423000
15377,2631 Springer Court,,El Cajon,9,92020,<memory at 0x000001A69A9CD480>,5e118a41-7718-4a94-8da3-1625d60022d3,2013-12-16 00:00:00
15378,Am Gallberg 48,,MÃ¼hlheim,20,63151,<memory at 0x000001A69A9CD540>,4b8ff1da-d179-494a-a4bb-2e49a948c596,2013-11-24 00:00:00
15379,5191 Fishy Lane,,Townsville,64,4810,<memory at 0x000001A69A9CD600>,dfc3d1bc-9738-4e8e-87a1-15d0248933de,2011-12-02 00:00:00
15380,7798 Longbrood Way,,Lakewood,9,90712,<memory at 0x000001A69A9CD6C0>,6c5807b8-001b-4cad-84a0-d1809f79c409,2014-03-29 00:00:00
15381,7585 Ida Drive,,Los Angeles,9,90012,<memory at 0x000001A69A9CD780>,c5b7d740-acc9-405c-89f9-cfffbb3b4b58,2014-05-05 00:00:00
15382,5621 Arcadia Pl.,,Gold Coast,64,4217,<memory at 0x000001A69A9CD840>,86d1d1c7-48fb-4e4f-960e-9842656dca63,2012-08-03 00:00:00
15383,8102 Birch Bark Road,,Melbourne,77,3000,<memory at 0x000001A69A9CD900>,8eb4b4a4-c2ed-4bb6-bf8f-02b64365dba0,2013-02-26 00:00:00
15384,5662 Lane Way,,Vancouver,7,V7L 4J4,<memory at 0x000001A69A9CD9C0>,d96d8b87-01eb-4309-babb-12682118fe68,2014-05-16 00:00:00
15385,8358 Azalea Avenue,,Salem,58,97301,<memory at 0x000001A69A9CDA80>,48b3794f-27dc-4276-8a35-31d7f99cc13f,2014-01-10 00:00:00
15386,9458 Flame Drive,,York,14,YO15,<memory at 0x000001A69A9CDB40>,9c4bf98c-3857-4eca-9f63-5745a0014184,2013-07-26 00:00:00
15387,9347 Arlington Way,,Colma,9,94014,<memory at 0x000001A69A9CDC00>,54b78fca-aa4a-481e-8b0f-2b43d8016fa8,2013-08-13 00:00:00
15388,Residenz StraÃe 944,,Hof,8,95010,<memory at 0x000001A69A9CDCC0>,7482baf1-38d9-418d-8065-471584221be0,2013-12-28 00:00:00
15389,6907 Woodchuck Pl,,Melbourne,77,3000,<memory at 0x000001A69A9CDD80>,fd1b55ca-abf6-4747-a6ed-aaa5012976ca,2013-09-13 00:00:00
15390,9640 Alderwood Lane,,Santa Monica,9,90401,<memory at 0x000001A69A9CDE40>,91ca3260-3578-4cfe-91b9-a41b21a116d9,2013-12-15 00:00:00
15391,Am Gallberg 456,,Kassel,19,34117,<memory at 0x000001A69A9CDF00>,0167c65c-1def-4955-ac48-158f026d78cf,2013-08-10 00:00:00
15392,3397 Farm Bureau Road,,Darlinghurst,50,2010,<memory at 0x000001A69A9CDFC0>,083f0265-1a59-453f-bd6f-3cf67fe296b8,2013-07-17 00:00:00
15393,8589 Shady Ln.,,Geelong,77,3220,<memory at 0x000001A69A9CE080>,a5cb5516-7e3d-4213-af73-6a8e58578af4,2013-08-02 00:00:00
15394,Curieweg 942,,Kiel,70,24044,<memory at 0x000001A69A9CE140>,2b01ebb2-d910-4949-861e-12a7e71384b4,2013-01-16 00:00:00
15395,8192 Seagull Court,,Port Macquarie,50,2444,<memory at 0x000001A69A9CE200>,b5758470-700c-4977-b09e-9847ee591d0d,2014-02-18 00:00:00
15396,Werftstr 544,,Solingen,53,42651,<memory at 0x000001A69A9CE2C0>,51718b0f-8964-4b3f-aae3-4cd91308c571,2014-01-01 00:00:00
15397,"75, rue de Cambrai",,Les Ulis,177,91940,<memory at 0x000001A69A9CE380>,a0eddc45-aee3-4c94-8686-855913e44e41,2013-12-21 10:09:29.423000
15398,4024 Montana,# 113,Hawthorne,64,4171,<memory at 0x000001A69A9CE440>,c945df06-d5b6-4b12-a6c2-9fc631926b44,2014-06-08 00:00:00
15399,3894 Dennis Circle,,Berks,14,SL4 1RH,<memory at 0x000001A69A9CE500>,acaca33b-638c-4101-860e-0910374aa253,2013-05-09 00:00:00
15400,8225 Hidden Oak Ct,,Olympia,79,98501,<memory at 0x000001A69A9CE5C0>,d90421d2-1c29-4fa2-901b-ef0ecd3c6773,2014-05-30 00:00:00
15401,6090 San Francisco,,Milsons Point,50,2061,<memory at 0x000001A69A9CE680>,1cb21b50-e251-4e10-91f3-56aa117c2bba,2013-10-05 00:00:00
15402,Helsenbergbogen 6,,Neunkirchen,70,66578,<memory at 0x000001A69A9CE740>,e624ad67-47d3-4bee-8c4b-69b5fe72d91a,2011-06-19 00:00:00
15403,Buergermeister-ulrich-str 6411,,Saarlouis,70,66740,<memory at 0x000001A69A9CE800>,d3bec696-6a3a-4360-9f22-8e2e8d61a058,2014-03-17 00:00:00
15404,9039 North Spoonwood Court,,Daly City,9,94015,<memory at 0x000001A69A9CE8C0>,1b6031d3-091c-4e43-89ee-f6c8f8141473,2013-10-09 00:00:00
15405,3445 Fine Drive,,Sooke,7,V0,<memory at 0x000001A69A9CE980>,74941e55-c2e1-4ffc-98a6-7120a156da78,2011-12-22 00:00:00
15406,"16, rue de lÂ´Avenir",,Cergy,181,95000,<memory at 0x000001A69A9CEA40>,786c9bd0-4e99-4a1e-b952-da8437331c5c,2013-12-21 10:09:29.423000
15407,2075 Browse Ct,,London,14,SW19 3RU,<memory at 0x000001A69A9CEB00>,7a492c27-1416-4834-a366-bb7964849730,2013-04-22 00:00:00
